"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2018-92-17/01/2020","01",0,"SA","BDOUBLE - ROAD TRAIN","2010","South","Male","056","SA","MC","Full",,"Straight Ahead","001","5242",,
"2018-92-17/01/2020","02",1,"SA","Motor Cars - Sedan","2003","South","Male","030","UNKNOWN","C ","Full","Not Towing","Swerving","002","5070",,
"2018-92-17/01/2020","03",0,"SA","Motor Cars - Sedan","2000","South","Female","037","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5107",,
"2018-92-17/01/2020","04",0,"SA","Motor Cars - Sedan","2014","North","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-92-17/01/2020","05",0,"SA","Motor Cars - Sedan","2015","South","Male","078","SA","LR","Full","Not Towing","Stopped on Carriageway","002","5087",,
"2018-93-17/01/2020","01",0,"SA","Motor Cars - Sedan","1996","East","Male","058","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2018-93-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","West",,,,,,"Unknown","Parked","000",,,
"2018-93-17/01/2020","03",0,,"Tree",,,,,,,,,,,,,
"2018-93-17/01/2020","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-94-17/01/2020","01",0,"SA","Motor Cars - Sedan","2007","North West","Male","027","SA","C ","Full","Not Towing","Straight Ahead","003","5095",,
"2018-94-17/01/2020","02",0,"SA","Motor Cars - Sedan","1999","North East","Unknown","XXX","SA","C ","Full","Not Towing","Right Turn","001","5095",,
"2018-95-17/01/2020","01",2,"SA","Motor Cars - Sedan","1996","North","Male","024","SA","C ","Provisional 2","Not Towing","Straight Ahead","004","5112",,
"2018-95-17/01/2020","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2018-96-17/01/2020","01",0,"SA","Utility","2009","South East","Male","058","SA","HR","Full","Not Towing","Straight Ahead","001","5202",,
"2018-96-17/01/2020","02",0,"VIC","Motor Vehicle - Type Unknown","2015","West","Female","023","UNKNOWN","C ","Full","Not Towing","Left Turn","002","XXXX",,
"2018-97-17/01/2020","01",0,,"Pedestrian on Footpath/Carpark",,"South East","Male","027",,,,,"Walking on Footpath",,"XXXX",,
"2018-97-17/01/2020","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Reversing","001","XXXX",,
"2018-98-17/01/2020","01",0,"SA","Motor Cars - Sedan","2010","West","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5162",,
"2018-98-17/01/2020","02",0,"UNKNOWN","RIGID TRUCK LGE GE 4.5T","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2018-99-17/01/2020","01",0,"SA","Motor Cars - Sedan","2007","South East","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-99-17/01/2020","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2018-99-17/01/2020","03",0,"SA","Station Wagon","2010","Unknown",,,,,,"Unknown","Parked","000",,,
"2018-100-17/01/2020","01",0,"SA","Motor Cars - Sedan","2006","West","Female","016","UNKNOWN","XX","Unknown","Not Towing","Right Turn","005","5108",,
"2018-100-17/01/2020","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-101-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","North West","Male","034","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2018-101-17/01/2020","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2018-102-17/01/2020","01",0,"SA","Motor Cars - Sedan","2010","South East","Male","018","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5068",,
"2018-102-17/01/2020","02",0,"SA","Motor Cars - Sedan","2017","South East","Male","044","SA","C ","Full","Not Towing","Left Turn","003","5086",,
"2018-103-17/01/2020","01",1,"SA","Panel Van","2015","North West","Male","052","SA","C R ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-103-17/01/2020","02",0,"SA","Motor Cars - Sedan","2006","North West","Male","021","SA","C ","Provisional 2","Not Towing","Swerving","001","5109",,
"2018-104-17/01/2020","01",1,"SA","Motor Cars - Sedan","2012","North East","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5162",,
"2018-104-17/01/2020","02",0,"SA","Motor Cars - Sedan","1998","South West","Female","029","UNKNOWN","C ","Unknown","Not Towing","Right Turn","002","5107",,
"2018-105-17/01/2020","01",0,"SA","Station Wagon","2017","South East","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5095",,
"2018-105-17/01/2020","02",0,"SA","Motor Cars - Sedan","2007","North West","Male","026","SA","C ","Full","Not Towing","Right Turn","001","5070",,
"2018-106-17/01/2020","01",0,"SA","Motor Cars - Sedan","2008","West","Female","017","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5260","Y",
"2018-107-17/01/2020","01",0,"SA","Motor Cars - Sedan","1994","South West","Female","092","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5075",,
"2018-107-17/01/2020","02",0,"SA","Motor Cars - Sedan","2015","South West","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2018-108-17/01/2020","01",1,"SA","Motor Cycle","2016","South","Male","032","SA","C R ","Full","Not Towing","U Turn","001","5023","Y",
"2018-109-17/01/2020","01",0,"SA","Motor Cars - Tourer","2005","West","Female","046","SA","C ","Full","Not Towing","Left Turn","002","5064",,
"2018-109-17/01/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2012","West","Male","022","SA","HR","Full","Not Towing","Left Turn","001","5035",,
"2018-110-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","North","Male","027","SA","C ","Full","Not Towing","Straight Ahead","002","5169",,
"2018-110-17/01/2020","02",0,"SA","SEMI TRAILER","1998","North","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Swerving","001","5085",,
"2018-111-17/01/2020","01",0,"SA","Station Wagon","2016","East","Male","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5090",,
"2018-111-17/01/2020","02",0,"SA","Motor Cars - Sedan","2013","East","Male","043","SA","HRR ","Full","Not Towing","Straight Ahead","001","5234",,
"2018-112-17/01/2020","01",0,"SA","Motor Cars - Sedan","2005","South West","Male","030","SA","C ","Provisional 2","Not Towing","Overtaking - on Left","001","5108",,
"2018-112-17/01/2020","02",0,"SA","Motor Cars - Sedan","2007","South West","Female","058","SA","C ","Full","Not Towing","Entering Private Driveway","001","5108",,
"2018-113-17/01/2020","01",2,"SA","Station Wagon","2006","South","Female","030","SA","C ","Full","Not Towing","Straight Ahead","003","5158",,
"2018-113-17/01/2020","02",0,"SA","Station Wagon","2011","South","Male","035","SA","C ","Full","Not Towing","Stopped on Carriageway","004","5158",,
"2018-113-17/01/2020","03",0,"ACT","Motor Cars - Sedan","2010","South","Male","047","SA","HC","Full","Not Towing","Stopped on Carriageway","001","5203",,
"2018-114-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","South",,,,,,"Not Towing","Parked","000",,,
"2018-114-17/01/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","West","Male","041","SA","MR","Full","Not Towing","Leaving Private Driveway","001","5011",,
"2018-115-17/01/2020","01",1,"SA","Utility","2017","North West","Male","090","SA","C ","Full","Not Towing","Straight Ahead","001","5341",,
"2018-115-17/01/2020","02",0,"SA","Utility","2004","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","003","5041",,
"2018-116-17/01/2020","01",0,"SA","Motor Cars - Sedan","2012","South East","Male","034","UNKNOWN","C ","Full","Not Towing","Swerving","001","XXXX",,
"2018-116-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-117-17/01/2020","01",1,"SA","Station Wagon","2013","South East","Male","054","SA","LRR ","Full","Not Towing","Straight Ahead","001","5251",,
"2018-117-17/01/2020","02",1,,"Pedestrian on Road",,"South West","Female","011",,,,,"Walking on Road",,"5251",,
"2018-117-17/01/2020","03",1,,"Pedestrian on Road",,"South West","Female","009",,,,,"Walking on Road",,"5251",,
"2018-118-17/01/2020","01",0,"SA","Utility","2007","East","Male","030","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5015",,
"2018-118-17/01/2020","02",0,"SA","Motor Cars - Sedan","1993","East","Male","021","SA","C ","Full","Not Towing","Straight Ahead","001","5037",,
"2018-119-17/01/2020","01",0,"SA","Station Wagon","2017","North","Female","054","SA","C ","Full","Not Towing","Straight Ahead","002","5523",,
"2018-119-17/01/2020","02",1,"SA","Motor Cars - Sedan","2010","North","Female","020","SA","C ","Full","Not Towing","Straight Ahead","001","5107",,
"2018-120-17/01/2020","01",0,"SA","Taxi Cab","2011","North","Male","036","SA","C ","Full","Not Towing","Parked","005","5083",,
"2018-120-17/01/2020","02",0,"SA","Motor Cars - Sedan","1996","North","Male","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5085",,
"2018-121-17/01/2020","01",0,"SA","Motor Cars - Sedan","2000","West","Male","020","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5088",,
"2018-121-17/01/2020","02",0,"SA","Motor Cars - Sedan","2016","West","Female","055","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5019",,
"2018-121-17/01/2020","03",0,"SA","Motor Cars - Sedan","2006","West","Male","038","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5084",,
"2018-122-17/01/2020","01",0,"SA","Motor Cars - Sedan","2004","West","Female","057","SA","C ","Full","Not Towing","Right Turn","001","5033",,
"2018-122-17/01/2020","02",0,"SA","Utility","1995","East","Male","063","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2018-123-17/01/2020","01",1,"SA","Motor Cycle","2017","North West","Male","050","SA","C R ","Full","Not Towing","Straight Ahead","001","5085","Y",
"2018-123-17/01/2020","02",0,"SA","Motor Cars - Sedan","2011","North West","Female","056","SA","C ","Full","Not Towing","Straight Ahead","004","5491",,
"2018-124-17/01/2020","01",0,"SA","Motor Cars - Sedan","2001","South East","Female","030","SA","C ","Provisional 2","Not Towing","Left Turn","005","5088",,
"2018-124-17/01/2020","02",0,"SA","Station Wagon","1998","South West","Female","029","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5086",,
"2018-125-17/01/2020","01",0,"SA","Motor Cars - Sedan","2012","North West","Male","056","SA","C ","Full","Not Towing","U Turn","001","5063",,
"2018-125-17/01/2020","02",0,"SA","Motor Cars - Sedan","1995","North West","Male","041","SA","C ","Full","Not Towing","Straight Ahead","001","5063",,
"2018-126-17/01/2020","01",0,"SA","Motor Cars - Sedan","2007","South","Female","037","SA","C ","Full","Not Towing","Straight Ahead","001","5065",,
"2018-126-17/01/2020","02",0,"SA","SEMI TRAILER","2015","South","Male","030","SA","HC","Full","Trailer","Straight Ahead","001","5008",,
"2018-127-17/01/2020","01",0,"SA","Motor Cars - Sedan","2016","East","Female","042","SA","C ","Full","Not Towing","Straight Ahead","001","5032",,
"2018-127-17/01/2020","02",0,"SA","Utility","2007","East",,,,,,"Unknown","Parked","000",,,
"2018-128-17/01/2020","01",0,"SA","Motor Cars - Sedan","2003","North West","Male","035","SA","C ","Full","Not Towing","Straight Ahead","001","5013",,
"2018-128-17/01/2020","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-129-17/01/2020","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","023","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5092",,
"2018-129-17/01/2020","02",0,"SA","Station Wagon","1988","North East","Male","024","SA","C ","Provisional 2","Not Towing","Swerving","001","5113",,
"2018-130-17/01/2020","01",1,,"Pedal Cycle",,"North West","Male","016",,,,,"Straight Ahead","001","5048","Y",
"2018-130-17/01/2020","02",0,,"Pedal Cycle",,"North West","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2018-131-17/01/2020","01",0,"SA","OMNIBUS","2010","South West","Male","068","SA","HCR ","Full","Not Towing","Stopped on Carriageway","001","5238",,
"2018-131-17/01/2020","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","South West","Male","057","SA","MRR ","Full","Not Towing","Reversing","001","5033",,
"2018-132-17/01/2020","01",0,"SA","Motor Cars - Sedan","2005","South West","Female","064","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5290",,
"2018-132-17/01/2020","02",0,"VIC","Panel Van","1999","South West","Male","051","UNKNOWN","MR","Full","Trailer","Straight Ahead","002","XXXX",,
"2018-133-17/01/2020","01",0,"SA","Motor Cars - Sedan","2010","South","Female","059","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2018-133-17/01/2020","02",0,"SA","Motor Cars - Sedan","2001","South","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5070",,
"2018-134-17/01/2020","01",0,"SA","Utility","2011","South",,,,,,"Not Towing","Parked","000",,,
"2018-134-17/01/2020","02",0,,"Pedal Cycle",,"South","Unknown","XXX",,,,,"Straight Ahead","001","XXXX",,
"2018-135-17/01/2020","01",0,"SA","Station Wagon","1989","South East","Male","042","SA","C ","Full","Not Towing","Straight Ahead","001","5600",,
"2018-135-17/01/2020","02",1,,"Pedestrian on Road",,"North East","Female","081",,,,,"Crossing without Control",,"5608",,
"2018-136-17/01/2020","01",2,"SA","Station Wagon","2006","South East","Female","031","SA","C ","Full","Not Towing","Stopped on Carriageway","004","5092",,
"2018-136-17/01/2020","02",0,"SA","Motor Cars - Sedan","2005","South East","Female","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","002","5041",,
"2018-137-17/01/2020","01",1,"SA","Motor Cars - Sedan","1990","South East","Male","028","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5501",,
"2018-137-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-138-17/01/2020","01",0,"SA","Motor Cars - Sedan","2015","North","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2018-138-17/01/2020","02",0,,"Sign Post",,,,,,,,,,,,,
"2018-139-17/01/2020","01",0,"SA","Motor Cars - Sedan","2012","West","Female","032","SA","C ","Full","Not Towing","Swerving","002","5032",,
"2018-139-17/01/2020","02",0,"SA","Utility","2003","West",,,,,,"Unknown","Parked","000",,,
"2018-140-17/01/2020","01",1,"SA","Motor Cars - Sedan","2004","North","Male","030","SA","C ","Full","Not Towing","Left Turn","001","5120",,
"2018-140-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-140-17/01/2020","03",0,,"Stobie Pole",,,,,,,,,,,,,
"2018-140-17/01/2020","04",0,,"Sign Post",,,,,,,,,,,,,
"2018-141-17/01/2020","01",0,"SA","Motor Cycle","2003","North East","Male","061","SA","HRR ","Full","Not Towing","Straight Ahead","001","5244",,
"2018-141-17/01/2020","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2018-142-17/01/2020","01",0,"SA","Motor Cars - Sedan","2014","East","Female","044","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5118",,
"2018-142-17/01/2020","02",0,"SA","Motor Cars - Sedan","2003","North","Male","029","SA","HR","Full","Not Towing","Straight Ahead","001","5113",,
"2018-143-17/01/2020","01",1,"SA","Motor Cars - Sedan","2006","South East","Female","019","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5290",,
"2018-143-17/01/2020","02",0,"VIC","Utility","XXXX","South East","Male","022","SA","HR","Full","Not Towing","Straight Ahead","001","5290",,
"2018-144-17/01/2020","01",0,"SA","Motor Cars - Sedan","1995","North East","Male","049","SA","C ","Full","Not Towing","Straight Ahead","001","5268",,
"2018-144-17/01/2020","02",0,"SA","Station Wagon","2002","South East","Male","027","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5303",,
"2018-145-17/01/2020","01",1,"SA","Motor Cycle","2015","South","Male","068","SA","C R ","Full","Not Towing","Straight Ahead","001","5159",,
"2018-145-17/01/2020","02",0,"SA","Station Wagon","2014","East","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5062",,
"2018-146-17/01/2020","01",0,"SA","Motor Cars - Sedan","2007","West","Male","017","SA","C ","Provisional 1 ","Not Towing","Left Turn","001","5125",,
"2018-146-17/01/2020","02",0,"SA","Motor Cars - Sedan","2003","South West","Male","032","SA","C ","Full","Not Towing","Straight Ahead","001","5125",,
"2018-147-17/01/2020","01",0,"SA","Station Wagon","2016","North","Male","049","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2018-147-17/01/2020","02",1,"SA","Motor Cars - Sedan","2012","North","Female","043","NSW","C ","Full","Not Towing","Stopped on Carriageway","002","XXXX",,
"2018-148-17/01/2020","01",1,"SA","Motor Cars - Sedan","2008","East","Female","052","SA","C ","Full","Not Towing","Straight Ahead","001","5043",,
"2018-148-17/01/2020","02",0,"SA","Motor Cars - Sedan","1973","South","Male","028","SA","C ","Full","Not Towing","Right Turn","001","5043",,
"2018-149-17/01/2020","01",1,,"Pedal Cycle",,"South East","Male","051",,,,,"Straight Ahead","001","5075",,
"2018-149-17/01/2020","02",0,,"Tree",,,,,,,,,,,,,
"2018-150-17/01/2020","01",0,"SA","Motor Cars - Sedan","1991","North","Male","031","UNKNOWN","C ","Full","Not Towing","Straight Ahead","003","5042",,
"2018-150-17/01/2020","02",0,"SA","Motor Cars - Sedan","2009","East","Female","063","SA","C ","Full","Not Towing","Right Turn","001","5024",,
"2018-151-17/01/2020","01",0,"SA","Motor Cars - Sedan","2008","East","Female","041","SA","C ","Full","Not Towing","Leaving Private Driveway","002","5025",,
"2018-151-17/01/2020","02",1,"SA","Motor Cars - Sedan","2016","North","Female","036","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2018-152-17/01/2020","01",0,"SA","Motor Cars - Sedan","2001","South","Male","034","SA","C ","Full","Not Towing","Straight Ahead","001","5084",,
"2018-152-17/01/2020","02",1,,"Pedestrian on Road",,"South","Male","020",,,,,"Walking on Road",,"5084",,
"2018-153-17/01/2020","01",0,"SA","Station Wagon","2004","North West","Male","030","SA","C ","Full","Not Towing","Straight Ahead","001","5093",,
"2018-153-17/01/2020","02",0,"SA","Utility","2006","North West","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5110",,
"2018-153-17/01/2020","03",1,"SA","Motor Cars - Sedan","2004","North West","Female","035","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5108",,
"2018-154-17/01/2020","01",0,"SA","Station Wagon","2013","South","Male","026","SA","C ","Full","Not Towing","Straight Ahead","002","5082",,
